20 20
-2646 2.92 99807 164625;-2646 7.43 99807 107009;-2647 5.37 103408 49393;-2647 2.95 103408 207777;-2647 2.95 107009 150161;-2647 2.95 107009 92545;-2647 7.67 107009 34929;-2648 5.64 110610 193313;-2648 3.13 110610 135697;-2648 3.13 110670 74480;-2648 3.13 114271 16864;-2648 7.76 114271 175248;-2650 5.61 114271 117632;-2650 3.36 117872 60016;-2650 3.36 117872 2400;-2650 3.36 117872 160784;-2650 7.88 121473 103168;-2651 5.71 121473 45552;-2651 4.21 121473 203936;-2651 4.21 125074 146320;
-2647 2.92 99807 125014;-2647 5.37 99807 67398;-2648 7.46 99807 9782;-2648 2.95 103408 168166;-2648 2.95 103408 110550;-2648 2.95 103408 49333;-2648 5.64 107009 207717;-2649 7.89 107009 150101;-2649 3.13 107009 92485;-2649 3.13 110610 34869;-2649 3.13 110670 193253;-2649 5.61 110670 135637;-2650 8.03 114271 78021;-2650 3.36 114271 20405;-2650 3.36 114271 178789;-2650 3.36 117872 117572;-2650 5.73 117872 59956;-2652 8.89 121473 2340;-2652 4.21 121473 160724;-2652 4.21 121473 103108;
-2647 0.0 96206 85403;-2647 4.78 99807 27787;-2648 4.78 99807 182570;-2648 0.0 99807 124954;-2648 0.0 103408 67338;-2648 0.0 103408 9722;-2648 5.11 103408 168106;-2649 5.11 107009 110490;-2649 0.0 107009 52874;-2649 0.0 107009 211258;-2649 0.0 110610 153642;-2649 5.05 110610 92425;-2650 5.05 110670 34809;-2650 0.0 114271 193193;-2650 0.0 114271 135577;-2650 0.0 114271 77961;-2650 5.34 117872 20345;-2652 5.34 117872 178729;-2652 0.0 117872 121113;-2652 0.0 121473 63497;
-2647 0.0 96206 42191;-2647 4.78 96206 200575;-2648 4.78 96206 142959;-2648 0.0 99807 85343;-2648 0.0 99807 27727;-2648 0.0 99807 186111;-2648 5.11 103408 128495;-2649 5.11 103408 67278;-2649 0.0 103408 9662;-2649 0.0 107009 168046;-2649 0.0 107009 110430;-2649 5.05 107009 52814;-2650 5.05 110610 211198;-2650 0.0 110670 153582;-2650 0.0 110670 95966;-2650 0.0 114271 38350;-2650 5.34 114271 196734;-2652 5.34 117872 135517;-2652 0.0 117872 77901;-2652 0.0 117872 20285;
-2647 0.0 92605 2580;-2647 4.78 96206 160964;-2648 4.78 96206 103348;-2648 0.0 96206 42131;-2648 0.0 99807 200515;-2648 0.0 99807 142899;-2648 5.11 99807 85283;-2649 5.11 103408 27667;-2649 0.0 103408 186051;-2649 0.0 103408 128435;-2649 0.0 107009 70819;-2649 5.05 107009 13203;-2650 5.05 107009 171587;-2650 0.0 110610 110370;-2650 0.0 110670 52754;-2650 0.0 110670 211138;-2650 5.34 114271 153522;-2652 5.34 114271 95906;-2652 0.0 114271 38290;-2652 0.0 117872 196674;
-2647 2.47 92605 175368;-2647 7.03 92605 117752;-2648 5.29 92605 60136;-2648 2.49 96206 2520;-2648 2.49 96206 160904;-2648 2.49 96206 103288;-2648 7.43 99807 45672;-2649 5.72 99807 204056;-2649 2.68 99807 146440;-2649 2.68 103408 85223;-2649 2.68 103408 27607;-2649 7.27 103408 185991;-2650 5.26 107009 128375;-2650 2.09 107009 70759;-2650 2.09 110610 13143;-2650 2.09 110610 171527;-2650 6.87 110670 113911;-2652 5.21 114271 56295;-2652 1.11 114271 214679;-2652 1.11 114271 153462;
-2647 2.47 89004 135757;-2647 5.29 92605 78141;-2648 7.05 92605 20525;-2648 2.49 92605 178909;-2648 2.49 96206 121293;-2648 2.49 96206 60076;-2648 5.73 96206 2460;-2650 7.66 99807 160844;-2650 2.68 99807 103228;-2650 2.68 99807 45612;-2650 2.68 103408 203996;-2650 5.22 103408 146380;-2651 6.56 103408 88764;-2651 2.09 107009 31148;-2651 2.09 107009 189532;-2651 2.09 107009 128315;-2651 5.13 110610 70699;-2652 5.7 110670 13083;-2652 1.11 110670 171467;-2652 1.11 114271 113851;
-2647 0.0 89004 96146;-2647 4.8 89004 38530;-2648 4.8 89004 193313;-2648 0.0 92605 135697;-2648 0.0 92605 78081;-2648 0.0 92605 20465;-2648 5.3 96206 178849;-2650 5.3 96206 121233;-2650 0.0 96206 63617;-2650 0.0 99807 6001;-2650 0.0 99807 160784;-2650 4.46 103408 103168;-2651 4.46 103408 45552;-2651 0.0 103408 203936;-2651 0.0 107009 146320;-2651 0.0 107009 88704;-2651 4.37 107009 31088;-2652 4.37 110610 189472;-2652 0.0 110610 131856;-2652 0.0 110670 74240;
-2647 0.0 85403 52934;-2647 4.8 89004 211318;-2648 4.8 89004 153702;-2648 0.0 89004 96086;-2648 0.0 92605 38470;-2648 0.0 92605 196854;-2648 5.3 92605 139238;-2650 5.3 96206 78021;-2650 0.0 96206 20405;-2650 0.0 96206 178789;-2650 0.0 99807 121173;-2650 4.46 99807 63557;-2651 4.46 99807 5941;-2651 0.0 103408 164325;-2651 0.0 103408 106709;-2651 0.0 103408 49093;-2651 4.37 107009 203876;-2652 4.37 107009 146260;-2652 0.0 107009 88644;-2652 0.0 110610 31028;
-2647 0.0 85403 13323;-2647 4.8 85403 171707;-2648 4.8 85403 114091;-2648 0.0 89004 52874;-2648 0.0 89004 211258;-2648 0.0 89004 153642;-2648 5.3 92605 96026;-2650 5.3 92605 38410;-2650 0.0 96206 196794;-2650 0.0 96206 139178;-2650 0.0 96206 81562;-2650 4.46 99807 23946;-2651 4.46 99807 178729;-2651 0.0 99807 121113;-2651 0.0 103408 63497;-2651 0.0 103408 5881;-2651 4.37 103408 164265;-2652 4.37 107009 106649;-2652 0.0 107009 49033;-2652 0.0 107009 207417;
131049 135662 71222 71894 22967 0 
